main_category_en,additives_n,ingredients_from_palm_oil_n,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g
Plant-based foods and beverages,1.0,0.0,911.0,1.8,0.6,41.1,2.4,4.6,6.4,0.531
Breakfasts,0.0,0.0,1516.0,21.0,13.0,8.7,0.5,28.0,20.0,0.0314960629921
Breakfasts,2.0,0.0,1580.0,7.0,3.7,65.0,62.0,11.0,8.0,0.2
fr:Preparations-pour-boissons,2.0,0.0,1577.0,6.8,3.7,65.1,61.9,10.8,7.8,0.197
Desserts,5.0,0.0,1467.0,23.2,16.9,32.5,30.8,0.8,2.9,0.0787401574803
Desserts,8.0,1.0,1409.0,20.0,13.8,36.3,28.1,0.7,2.7,0.11811023622
Desserts,3.0,0.0,946.0,10.4,7.2,29.7,27.2,1.3,2.7,0.0393700787402
Desserts,2.0,0.0,915.0,11.0,7.7,27.0,23.9,0.2,2.8,0.0511811023622
Desserts,5.0,1.0,1353.0,18.3,13.7,35.4,28.0,1.2,3.8,0.0709
Desserts,5.0,1.0,1438.0,21.3,13.4,32.9,26.1,1.7,4.5,0.0590551181102
Desserts,4.0,0.0,878.0,10.8,9.4,25.9,23.5,0.7,1.9,0.0394
Desserts,6.0,1.0,1367.0,16.8,12.2,40.1,31.6,0.9,3.3,0.129921259843
Desserts,9.0,0.0,1070.0,12.2,8.1,31.8,27.1,1.3,4.0,0.0708661417323
Plant-based foods and beverages,1.0,0.0,1439.0,1.7,0.5,63.6,52.2,9.6,13.0,0.370078740157
Plant-based foods and beverages,0.0,0.0,1907.0,28.7,2.3,15.4,0.5,27.2,21.4,0.0433070866142
Plant-based foods and beverages,0.0,0.0,1944.0,26.0,3.3,44.0,35.0,5.7,11.0,0.00787401574803
Frozen foods,0.0,0.0,469.0,3.2,0.7,12.7,1.4,1.8,7.1,0.374015748031
Frozen foods,0.0,0.0,445.0,2.7,0.7,14.3,3.4,1.3,5.4,0.299212598425
Frozen foods,0.0,0.0,437.0,2.6,1.1,13.0,1.2,1.4,6.4,0.350393700787
Frozen foods,0.0,0.0,419.0,3.9,1.2,9.8,1.9,2.2,5.3,0.385826771654
Frozen foods,0.0,0.0,456.0,3.1,1.7,12.4,4.0,1.9,6.8,0.346456692913
Frozen foods,0.0,0.0,179.0,0.9,0.2,5.6,4.4,2.7,1.7,0.527559055118
Frozen foods,0.0,0.0,209.0,2.3,1.4,4.8,3.7,2.1,1.5,0.370078740157
Frozen foods,0.0,0.0,255.0,3.0,1.9,5.2,4.0,3.3,1.7,0.385826771654
Frozen foods,0.0,0.0,620.0,8.3,2.9,11.8,1.1,0.8,6.2,0.389763779528
Frozen foods,0.0,0.0,240.0,2.3,1.3,6.1,3.4,2.3,1.9,0.303149606299
Plant-based foods and beverages,0.0,0.0,179.0,0.6,0.2,4.3,2.3,3.5,3.3,0.011811023622
Plant-based foods and beverages,0.0,0.0,553.0,7.4,4.3,11.7,2.0,1.3,4.1,0.362204724409
Plant-based foods and beverages,0.0,0.0,369.0,6.0,3.8,5.0,3.0,2.8,2.3,0.374015748031
Meals,0.0,0.0,393.0,3.2,1.9,12.0,1.7,0.8,3.8,0.409448818898
Frozen foods,0.0,0.0,364.0,2.2,0.2,13.6,1.3,2.4,1.9,0.326771653543
Plant-based foods and beverages,0.0,0.0,1537.0,4.0,1.0,39.0,1.0,10.0,39.0,0.492125984252
Plant-based foods and beverages,0.0,0.0,1594.0,3.0,0.9,67.0,10.0,9.0,16.0,0.0
Plant-based foods and beverages,0.0,0.0,379.0,3.0,0.4,71.0,9.0,8.0,13.0,0.01
Sugary snacks,0.0,0.0,1908.0,28.0,4.0,39.0,38.0,7.0,9.0,0.0
Sugary snacks,0.0,0.0,1649.0,4.0,2.0,80.0,46.0,7.0,5.0,0.0
Sugary snacks,0.0,0.0,2352.0,34.8,22.6,53.5,53.2,0.9,8.7,0.123
Plant-based foods and beverages,1.0,0.0,1902.0,20.3,13.2,52.8,48.3,3.1,3.0,0.00196850393701
Brassica,0.0,0.0,156.0,0.9,0.5,2.5,2.5,4.2,4.3,0.24
Frozen foods,0.0,0.0,365.0,0.9,0.5,1.0,0.5,0.0,18.5,0.393700787402
Frozen foods,1.0,0.0,806.0,14.8,7.52,1.5,1.2,0.226,13.6,0.314
Frozen foods,3.0,0.0,390.0,1.8,1.2,2.0,0.2,0.0,17.0,0.354330708661
Frozen foods,8.0,0.0,1034.0,12.4,1.3,23.5,1.0,1.6,9.2,0.688976377953
Seafood,3.0,1.0,1130.0,17.0,5.0,20.0,2.0,1.0,9.0,0.393700787402
Seafood,4.0,1.0,1120.0,17.0,5.0,19.0,1.0,1.5,9.0,0.354330708661
Sugary snacks,1.0,0.0,2352.0,34.8,22.6,53.5,53.0,0.9,8.7,0.123
Dairies,0.0,0.0,494.0,10.0,6.8,3.5,3.5,0.0,3.0,0.0472440944882
Dairies,0.0,0.0,532.0,5.7,3.8,14.8,14.0,0.2,3.1,0.0433070866142
Dairies,0.0,0.0,289.0,3.8,2.6,4.2,4.2,0.0,3.4,0.0511811023622
Dairies,0.0,0.0,267.0,1.5,1.0,6.0,6.0,0.0,5.4,0.0708661417323
Dairies,0.0,0.0,339.0,3.8,2.5,5.6,5.6,0.0,5.0,0.0669291338583
Dairies,0.0,0.0,1209.0,30.0,20.8,2.5,2.5,0.0,2.2,0.0393700787402
Dairies,0.0,0.0,503.0,10.0,6.8,3.5,3.5,0.0,3.0,0.0472440944882
Dairies,0.0,0.0,1014.0,24.0,16.4,2.8,2.8,0.0,2.4,0.0393700787402
Dairies,0.0,0.0,587.0,7.8,5.2,13.4,13.2,0.3,3.0,0.0433070866142
Dairies,0.0,0.0,407.0,3.0,2.0,12.6,12.2,0.3,3.8,0.0472440944882
Dairies,0.0,0.0,441.0,3.1,2.1,14.3,13.8,0.0,3.9,0.0511811023622
Dairies,0.0,0.0,420.0,3.1,2.0,13.2,13.2,0.3,3.8,0.0472440944882
Dairies,0.0,0.0,339.0,3.8,2.5,5.6,5.6,0.0,5.0,0.0669291338583
Dairies,0.0,0.0,548.0,5.2,3.4,16.8,13.3,0.8,3.4,0.0433070866142
Desserts,0.0,0.0,475.0,2.6,1.7,18.5,12.0,0.5,2.7,0.0393700787402
Dairies,0.0,0.0,509.0,5.8,3.9,12.9,12.9,0.0,3.2,0.0433070866142
Dairies,0.0,0.0,433.0,3.2,2.1,13.8,13.3,0.2,4.0,0.0590551181102
Dairies,0.0,0.0,1500.0,28.0,17.5,1.5,0.1,0.0,25.0,0.787401574803
Dairies,0.0,0.0,1498.0,28.4,18.7,1.5,0.1,0.0,25.2,0.748031496063
Plant-based foods and beverages,0.0,0.0,381.0,0.6,0.2,13.3,2.4,6.0,5.0,0.394
Plant-based foods and beverages,0.0,0.0,388.0,0.6,0.2,13.3,2.4,6.0,5.0,0.267716535433
Dietary supplements,2.0,0.0,1492.0,4.1,1.4,72.0,28.0,4.6,5.1,0.0787401574803
Fruit juices and nectars,3.0,0.0,213.0,0.0,0.0,12.1,12.1,0.0,0.0,0.0
Boissons-aux-fruits,0.0,0.0,191.0,0.0,0.0,10.5,10.5,0.1,0.1,0.0
Beverages,3.0,0.0,42.0,0.0,0.0,1.7,1.7,0.0,0.0,0.02
fr:Boisson-au-cranberry-multifruits,3.0,0.0,222.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,1589.0,1.1,0.2,81.4,5.7,3.4,8.1,0.866141732283
Sugary snacks,1.0,0.0,1763.0,13.3,4.6,65.0,29.7,4.4,7.7,0.559
Plant-based foods and beverages,1.0,0.0,1723.0,11.6,5.0,62.1,22.3,7.7,10.4,0.0511811023622
Plant-based foods and beverages,0.0,0.0,1625.0,2.9,1.2,77.4,25.0,5.0,9.5,0.315
Plant-based foods and beverages,0.0,0.0,1524.0,6.5,2.4,60.0,8.1,9.8,10.9,0.0866141732283
Plant-based foods and beverages,0.0,0.0,1487.0,1.4,0.2,69.7,4.9,4.9,12.4,0.314960629921
de:Hustenbonbons,1.0,0.0,1650.0,0.0,0.0,97.0,66.0,0.0,0.0,0.0
Sugary snacks,1.0,0.0,1749.0,11.7,4.2,71.9,56.4,1.4,5.5,0.1
Meals,2.0,0.0,1095.0,14.1,6.1,24.7,2.2,2.0,8.1,0.472
Frozen foods,4.0,0.0,870.0,8.0,3.4,23.2,2.0,1.8,9.7,0.511811023622
Frozen foods,3.0,0.0,942.0,10.3,4.1,23.1,2.3,1.9,9.0,0.511811023622
Frozen foods,2.0,0.0,1009.0,13.6,6.6,23.4,2.7,1.6,5.6,0.433
Frozen foods,4.0,0.0,957.0,11.0,4.7,22.2,1.9,1.8,9.3,0.629921259843
Frozen foods,1.0,0.0,809.0,7.3,2.7,22.0,1.9,1.7,8.9,0.354330708661
Frozen foods,3.0,0.0,801.0,8.3,2.7,21.0,3.7,1.8,7.2,0.354330708661
Frozen foods,0.0,0.0,1041.0,11.9,6.1,22.5,1.8,1.7,12.0,0.472440944882
Frozen foods,2.0,0.0,1049.0,12.0,5.1,24.2,2.3,1.7,10.7,0.590551181102
Frozen foods,2.0,0.0,1045.0,12.2,5.0,24.0,1.9,1.7,10.1,0.590551181102
Frozen foods,3.0,0.0,973.0,10.9,4.6,22.5,2.2,1.6,10.3,0.551181102362
Frozen foods,2.0,0.0,868.0,7.2,2.8,24.6,3.5,1.7,10.0,0.511811023622
Frozen foods,3.0,0.0,925.0,10.8,3.5,21.8,1.6,1.9,8.2,0.393700787402
Frozen foods,2.0,0.0,1045.0,12.5,4.0,22.5,1.7,1.6,11.0,0.511811023622
Frozen foods,3.0,0.0,1010.0,11.1,4.1,24.2,2.9,1.7,10.2,0.393700787402
Frozen foods,1.0,0.0,951.0,7.9,2.4,28.1,3.9,2.0,9.69,0.516
Plant-based foods and beverages,2.0,0.0,1205.0,5.5,1.0,49.0,7.0,3.0,8.5,0.511811023622
Plant-based foods and beverages,0.0,0.0,1077.0,5.5,0.6,40.0,3.0,5.0,9.0,0.511811023622
Beverages,0.0,0.0,3.0,0.1,0.1,0.1,0.1,0.1,0.2,0.01
Beverages,0.0,0.0,8.0,0.1,0.1,0.3,0.2,0.1,0.2,0.01
Beverages,0.0,0.0,4.0,0.1,0.1,0.1,0.1,0.1,0.2,0.002
Beverages,0.0,0.0,3.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0
Fruit juices,2.0,0.0,217.0,0.2,0.03,11.2,10.9,0.3,0.6,0.00196850393701
Sugary snacks,5.0,0.0,620.0,0.0,0.0,62.0,0.0,0.0,0.0,0.01
Sugary snacks,9.0,0.0,591.0,0.0,0.0,59.1,0.0,0.0,0.0,0.01
Sugary snacks,16.0,0.0,600.0,0.0,0.0,60.0,0.0,0.0,0.0,0.01
Sugary snacks,13.0,0.0,597.0,0.0,0.0,59.7,0.0,0.0,0.0,0.0
Sugary snacks,12.0,0.0,670.0,0.0,0.0,67.0,0.0,0.0,0.0,0.02
fr:Chewing-gum-sans-sucres-gout-fraise,13.0,0.0,705.0,0.0,0.0,68.3,0.0,0.0,0.0,0.0
Dietary supplements,1.0,0.0,1677.0,10.4,5.9,46.0,28.0,0.5,32.0,0.196850393701
de:Fruchtmark,0.0,0.0,231.0,0.4,0.1,11.6,11.1,1.7,0.3,0.00393700787402
de:Fruchtmark,0.0,0.0,231.0,0.4,0.1,11.6,11.1,1.7,0.3,0.00393700787402
de:Fruchtmark,0.0,0.0,278.0,0.3,0.1,14.3,13.1,1.9,0.5,0.00393700787402
de:Fruchtmark,0.0,0.0,247.0,0.4,0.1,12.4,11.9,1.8,0.4,0.00393700787402
de:Fruchtmark,0.0,0.0,221.0,0.3,0.1,11.0,10.5,1.7,0.5,0.00393700787402
de:Fruchtmark,0.0,0.0,254.0,0.4,0.1,11.6,10.3,4.1,0.6,0.00393700787402
Beverages,0.0,0.0,168.0,1.4,0.2,6.0,5.2,0.5,0.6,0.0511811023622
Beverages,1.0,0.0,192.0,3.5,0.3,2.2,2.2,0.0,1.4,0.0196850393701
Beverages,1.0,0.0,166.0,1.0,0.2,5.4,4.6,0.5,2.2,0.0787401574803
Baby foods,0.0,0.0,274.0,0.2,0.03,13.6,8.4,1.9,0.8,0.00196850393701
Baby foods,0.0,0.0,290.0,0.3,0.11,14.4,9.3,1.3,0.7,0.00196850393701
Plant-based foods and beverages,0.0,0.0,1639.0,3.7,0.7,78.0,0.7,3.4,8.5,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1639.0,0.9,0.1,86.0,0.5,3.5,7.3,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1637.0,1.9,0.3,82.0,0.5,4.4,8.0,0.200787401575
Dairies,0.0,0.0,202.0,1.6,1.0,5.1,5.1,0.0,3.4,0.0433070866142
Dairies,0.0,0.0,276.0,3.6,2.4,5.0,5.0,0.0,3.4,0.0433070866142
Fruit juices,0.0,0.0,185.0,0.1,0.1,10.0,10.0,0.2,0.1,0.00393700787402
Fruit juices,0.0,0.0,292.0,0.1,0.1,16.0,16.0,0.05,0.3,0.00393700787402
Beverages,0.0,0.0,68.0,0.2,0.1,3.3,2.3,0.1,0.1,0.011811023622
Baby foods,0.0,0.0,363.0,1.9,1.62,15.2,9.9,1.3,0.9,0.00984251968504
Plant-based foods and beverages,1.0,0.0,1688.0,7.7,1.9,62.0,1.7,13.0,15.0,0.0236220472441
Plant-based foods and beverages,0.0,0.0,1516.0,3.0,0.9,72.0,0.9,1.4,9.8,0.00393700787402
de:Buchweizen,0.0,0.0,1466.0,1.7,0.3,71.0,0.4,3.7,9.8,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1321.0,6.4,3.8,51.0,2.2,2.9,11.0,0.334645669291
Plant-based foods and beverages,0.0,0.0,1279.0,6.0,3.6,49.0,2.9,4.4,11.0,0.228346456693
Beverages,0.0,0.0,203.0,1.1,0.1,9.4,6.7,0.1,0.1,0.0275590551181
Plant-based foods and beverages,0.0,0.0,1489.0,5.0,0.4,59.0,6.6,6.6,15.0,0.0393700787402
Baby foods,0.0,0.0,226.0,0.5,0.17,10.8,10.0,1.5,0.5,0.0208661417323
Baby foods,0.0,0.0,331.0,0.5,0.14,15.9,10.2,1.9,0.9,0.00196850393701
de:Kakaocreme,0.0,0.0,2259.0,38.0,8.2,38.0,34.0,10.0,7.8,0.0196850393701
Fruit juices,0.0,0.0,126.0,0.1,0.0,3.0,3.0,0.1,0.4,0.0
Groceries,0.0,0.0,410.0,5.9,0.9,7.8,7.6,1.2,2.9,0.551181102362
Plant-based foods and beverages,0.0,0.0,1385.0,1.3,0.4,73.0,68.0,3.9,2.7,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1195.0,0.5,0.1,64.0,57.0,9.1,1.2,0.0944881889764
Beverages,0.0,0.0,909.0,22.0,22.0,3.4,2.0,0.1,1.7,0.00393700787402
Beverages,2.0,0.0,408.0,9.2,1.1,1.5,0.9,0.6,2.2,0.0511811023622
Beverages,2.0,0.0,389.0,7.7,0.6,5.6,4.8,0.5,0.3,0.0393700787402
Beverages,2.0,0.0,407.0,8.3,1.0,5.9,3.5,0.5,0.5,0.0433070866142
Plant-based foods and beverages,0.0,0.0,1486.0,1.8,0.3,69.0,2.2,6.9,11.0,0.00393700787402
Dietary supplements,1.0,0.0,1638.0,10.2,5.5,43.0,26.0,1.5,32.0,0.236220472441
Sugary snacks,10.0,0.0,2119.0,25.4,10.1,60.1,53.6,2.7,9.4,0.06
Plant-based foods and beverages,10.0,1.0,2139.0,25.3,10.2,59.1,53.6,3.9,9.8,0.04
Sugary snacks,3.0,0.0,2042.0,26.0,21.4,58.5,47.9,0.0,3.8,0.102362204724
Sugary snacks,10.0,0.0,2050.0,20.7,12.7,68.9,65.5,3.2,5.1,0.0433070866142
Groceries,0.0,0.0,486.0,7.0,1.5,3.9,1.7,3.2,6.6,1.53543307087
Fruit juices,0.0,0.0,185.0,0.2,0.04,9.0,9.0,0.2,0.7,0.0011811023622
Fruit juices,0.0,0.0,197.0,0.1,0.02,11.0,10.5,0.2,0.1,0.002
Vinegars,2.0,0.0,673.0,0.1,0.1,33.0,26.0,0.6,0.8,0.0
Groceries,4.0,0.0,758.0,11.0,0.8,16.0,11.0,2.6,2.3,0.276
Groceries,0.0,0.0,2455.0,44.0,21.0,42.0,14.0,5.4,6.0,0.236220472441
Groceries,4.0,0.0,1199.0,25.0,3.4,12.0,7.7,2.7,2.3,0.393700787402
Vinegars,1.0,0.0,115.0,0.1,0.1,1.0,0.1,0.1,0.2,0.0
Groceries,0.0,0.0,460.0,6.3,0.3,4.5,3.3,4.0,5.6,1.57480314961
Desserts,2.0,0.0,206.0,0.0,0.0,11.9,8.88,0.0,0.0,0.0
Desserts,1.0,0.0,205.0,0.0,0.0,8.25,6.22,0.14,0.0,0.0
Sugary snacks,2.0,0.0,452.0,1.41,0.927,20.8,13.2,0.585,2.24,0.0537
Seafood,0.0,0.0,420.0,2.3,0.5,0.0,0.0,0.0,19.7,0.05
Plant-based foods and beverages,0.0,0.0,315.0,0.1,0.1,17.1,17.1,0.9,0.4,0.011811023622
Plant-based foods and beverages,0.0,0.0,1455.0,4.6,0.8,56.0,1.3,21.0,9.7,0.472
de:Knackebrot,0.0,0.0,1386.0,1.5,0.3,60.0,2.5,21.0,8.3,0.551181102362
Plant-based foods and beverages,0.0,0.0,1457.0,3.4,0.7,62.0,1.3,16.0,8.8,0.551181102362
Plant-based foods and beverages,0.0,0.0,1695.0,5.5,2.9,74.0,14.0,3.7,12.0,0.354330708661
Plant-based foods and beverages,0.0,0.0,1700.0,5.6,2.8,75.0,12.0,3.9,11.0,0.393700787402
Spreads,0.0,0.0,2448.0,51.0,6.9,15.0,6.0,6.0,26.0,0.708661417323
Plant-based foods and beverages,0.0,0.0,1483.0,1.5,0.4,70.0,2.2,3.8,12.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,2011.0,21.0,6.4,55.0,3.4,3.4,16.0,0.787401574803
Plant-based foods and beverages,0.0,0.0,1613.0,9.3,4.1,60.0,1.9,3.0,13.0,0.629921259843
Plant-based foods and beverages,1.0,0.0,1664.0,6.2,1.1,63.3,2.1,10.0,16.4,0.9
Sugary snacks,1.0,0.0,1638.0,0.8,0.4,86.9,62.1,2.2,6.7,0.0275590551181
Sugary snacks,2.0,0.0,1960.0,19.5,12.5,60.1,27.6,7.5,9.2,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1528.0,1.5,0.6,73.0,0.2,3.4,12.0,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1482.0,1.7,0.4,69.0,0.7,7.0,11.2,0.000393700787402
Plant-based foods and beverages,0.0,0.0,1412.0,2.6,0.5,58.7,0.5,10.5,13.8,0.000393700787402
Sugary snacks,3.0,0.0,1201.0,8.6,5.7,87.0,0.5,0.1,0.2,0.5
Sugary snacks,1.0,0.0,1203.0,8.8,5.7,87.0,0.5,0.0,0.2,0.472440944882
fr:Bonbons-sans-sucres-aux-plantes,4.0,0.0,978.0,0.0,0.0,97.7,0.1,0.0,0.0,0.01
Sugary snacks,3.0,0.0,996.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
Seafood,1.0,0.0,517.0,1.2,0.3,13.9,2.3,0.5,13.9,0.3
Plant-based foods and beverages,1.0,0.0,1716.0,6.0,4.0,75.0,2.0,4.0,11.0,0.0984251968504
Plant-based foods and beverages,2.0,0.0,1687.0,5.0,1.0,73.0,1.0,5.0,13.0,0.0511811023622
Plant-based foods and beverages,2.0,0.0,1606.0,4.0,1.0,72.0,1.0,8.0,10.0,0.1
Plant-based foods and beverages,2.0,0.0,1536.0,4.5,2.0,63.0,2.0,7.5,14.0,0.0787401574803
Plant-based foods and beverages,2.0,0.0,1716.0,13.0,8.8,53.0,1.7,16.0,13.0,0.208661417323
Meats,1.0,0.0,1888.0,40.0,14.7,1.0,0.2,0.5,23.0,1.77165354331
Meats,2.0,0.0,426.0,1.5,0.5,0.5,0.5,0.5,21.3,0.708661417323
Plant-based foods and beverages,0.0,0.0,1544.0,1.7,0.3,73.6,2.9,3.1,12.0,0.590551181102
Recipe-mixes,2.0,0.0,1502.0,1.6,0.3,78.0,27.4,1.9,6.1,0.275590551181
Plant-based foods and beverages,0.0,0.0,1486.0,3.0,0.7,66.2,0.9,2.9,13.4,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1358.0,6.0,0.8,34.1,3.5,24.4,21.4,0.787401574803
Recipe-mixes,0.0,0.0,1435.0,2.2,0.4,69.1,1.0,2.2,9.5,1.02362204724
Dairies,0.0,0.0,1566.0,1.0,0.3,84.8,24.3,1.0,5.2,0.11811023622
Plant-based foods and beverages,0.0,0.0,1552.0,0.7,0.1,80.3,0.5,3.6,7.8,0.590551181102
de:Getreidekaffee,0.0,0.0,1552.0,1.0,0.5,80.6,3.9,6.3,5.6,0.11811023622
Plant-based foods and beverages,0.0,0.0,1445.0,2.5,0.5,63.2,1.3,8.6,12.3,0.0011811023622
Plant-based foods and beverages,0.0,0.0,1506.0,0.4,0.2,87.0,0.2,0.2,0.6,0.00787401574803
de:Apfelmark,0.0,0.0,204.0,0.3,0.1,10.7,8.7,1.3,0.5,0.011811023622
de:Fruchtmark,0.0,0.0,217.0,0.5,0.2,11.0,10.0,1.3,0.5,0.011811023622
de:Fruchtmark,0.0,0.0,243.0,0.4,0.1,12.8,11.2,1.4,0.5,0.011811023622
Dairies,0.0,0.0,275.0,0.2,0.1,4.0,4.0,0.0,11.0,0.0551181102362
Plant-based foods and beverages,0.0,0.0,2466.0,50.8,9.0,9.9,3.7,7.1,24.6,0.4
Plant-based foods and beverages,1.0,1.0,1832.0,17.0,5.8,57.2,15.0,7.0,10.3,0.11811023622
Sugary snacks,2.0,1.0,2079.0,24.0,11.0,60.0,28.0,6.1,7.2,0.236220472441
Sugary snacks,2.0,0.0,1909.0,21.3,11.2,55.1,20.5,7.3,7.2,0.0787401574803
Sugary snacks,0.0,0.0,1821.0,18.8,11.7,56.5,20.4,6.0,6.8,0.0787401574803
Spreads,1.0,0.0,904.0,17.7,1.8,9.8,5.8,2.5,3.7,0.551181102362
Breakfasts,1.0,0.0,444.0,0.2,0.1,21.3,21.3,4.5,1.0,0.0393700787402
Spreads,1.0,0.0,495.0,0.3,0.2,26.7,26.7,2.2,0.5,0.0393700787402
Sugary snacks,4.0,0.0,1753.0,10.0,6.3,69.0,13.0,7.5,8.8,0.574803149606
Sugary snacks,1.0,0.0,2258.0,32.0,18.0,58.0,47.0,2.8,4.8,0.09
Sugary snacks,5.0,0.0,2115.0,25.0,16.0,60.0,39.0,2.7,7.8,0.24
Sugary snacks,3.0,0.0,1831.0,22.0,9.5,53.0,32.0,3.6,6.0,0.07
Sugary snacks,5.0,0.0,1991.0,18.0,12.0,69.0,29.0,3.0,7.5,0.3
Sugary snacks,1.0,0.0,2060.0,21.0,15.0,68.0,26.0,2.0,6.5,0.3
de:Snacks,0.0,0.0,2094.0,24.0,4.0,56.0,2.3,4.1,13.0,0.787401574803
Dairies,0.0,0.0,193.0,1.5,0.8,4.8,4.8,0.1,3.6,0.1
Salty snacks,5.0,0.0,2010.0,26.0,2.0,55.0,2.0,4.0,5.0,1.14
Salty snacks,4.0,0.0,2010.0,26.0,2.0,55.0,2.0,4.0,5.0,1.14
Salty snacks,1.0,0.0,2054.0,26.9,3.2,49.2,8.6,5.4,10.3,0.97
Salty snacks,6.0,1.0,1660.0,4.9,1.0,78.5,9.1,2.3,7.4,0.38
Salty snacks,0.0,1.0,2131.0,28.0,13.0,59.0,6.7,2.4,4.3,1.02362204724
Salty snacks,2.0,0.0,2209.0,30.0,3.0,57.0,1.4,3.5,6.0,0.74
Salty snacks,2.0,0.0,2209.0,30.0,3.0,57.0,1.8,3.5,6.0,0.66
Salty snacks,1.0,0.0,2209.0,30.0,3.0,57.0,0.1,3.5,6.0,0.55
Salty snacks,0.0,1.0,2163.0,30.0,13.0,54.0,2.5,4.8,5.7,0.393700787402
Salty snacks,2.0,1.0,1730.0,11.0,9.0,75.0,56.0,2.5,1.5,0.11
Salty snacks,0.0,0.0,2125.0,24.0,5.0,58.0,1.9,3.8,13.0,0.78
Plant-based foods and beverages,0.0,1.0,2046.0,18.4,4.5,64.7,2.2,4.5,13.5,1.5
Plant-based foods and beverages,0.0,0.0,1528.0,1.5,0.6,73.0,0.2,3.4,12.0,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1528.0,1.5,0.6,73.0,0.2,3.4,12.0,0.006
Plant-based foods and beverages,0.0,0.0,360.0,1.5,0.6,73.0,0.2,3.4,12.0,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1528.0,1.5,0.6,73.0,0.2,3.4,12.0,0.00787401574803
de:Spatzle,0.0,0.0,654.0,3.3,0.8,22.0,0.3,3.6,5.9,0.641732283465
Plant-based foods and beverages,0.0,0.0,1546.0,1.3,0.4,75.0,3.4,2.1,12.1,0.22
Plant-based foods and beverages,0.0,0.0,1569.0,3.5,1.5,69.0,0.2,3.6,14.0,0.0393700787402
de:Schupfnudeln,0.0,0.0,689.0,2.6,1.0,27.0,3.5,4.4,5.8,0.291338582677
Baby foods,0.0,0.0,278.0,2.8,0.4,7.8,1.3,0.8,2.1,0.11
Baby foods,0.0,0.0,294.0,2.5,0.4,8.9,1.2,0.8,2.6,0.11
Beverages,1.0,0.0,202.0,0.1,0.1,11.6,11.5,0.1,0.1,0.001
Dairies,2.0,0.0,980.0,22.5,15.7,3.0,3.0,0.0,5.5,0.531496062992
Plant-based foods and beverages,0.0,0.0,1436.0,2.4,0.6,62.3,2.7,7.7,13.3,0.0314960629921
Plant-based foods and beverages,0.0,0.0,1371.0,2.7,0.4,63.2,0.8,9.9,11.6,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1371.0,2.7,0.4,63.2,0.8,9.9,11.6,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1493.0,3.9,1.0,68.5,1.5,3.9,10.6,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1437.0,1.7,0.3,71.0,0.4,3.7,9.8,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1488.0,5.9,0.5,62.4,1.8,6.9,12.2,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1480.0,2.4,0.7,73.1,1.2,1.5,8.5,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1482.0,1.7,0.3,74.6,1.7,3.0,7.5,0.00393700787402
de:Topping,0.0,0.0,1725.0,20.1,2.5,35.1,12.7,18.7,13.8,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1486.0,1.8,0.3,69.1,2.2,6.9,11.3,0.00393700787402
Plant-based foods and beverages,0.0,0.0,2405.0,49.0,5.7,12.3,0.3,6.3,22.5,0.00393700787402
de:Sonneblumenkerne,0.0,0.0,2455.0,49.0,5.7,12.0,0.3,6.3,23.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1860.0,36.5,3.2,7.7,1.2,22.7,22.3,0.011811023622
Plant-based foods and beverages,0.0,0.0,1146.0,1.2,0.3,41.5,3.1,17.3,23.1,0.00787401574803
de:Bohnen,0.0,0.0,1008.0,1.6,0.2,34.7,2.0,23.2,20.9,0.00393700787402
de:Bohnen,0.0,0.0,1264.0,1.9,0.8,40.6,0.7,18.6,20.9,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1150.0,1.6,0.2,40.6,1.1,17.0,23.4,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1471.0,1.5,0.2,51.6,1.7,12.1,25.9,0.00393700787402
Plant-based foods and beverages,0.0,0.0,2456.0,47.7,8.8,3.6,1.4,5.6,34.4,0.011811023622
Plant-based foods and beverages,0.0,0.0,1138.0,14.2,1.0,22.9,1.9,7.1,9.8,1.2
